question,option_a,option_b,option_c,option_d,correct_answer,explanation,evidence,page_number,chunk_id,difficulty,bloom_level
Công cụ lao động bằng kim loại đã xuất hiện khi nào?,Cuối thời nguyên thuỷ,Đầu thiên niên kỉ I TCN,Thời nguyên thuỷ,Thiên niên kỉ IV TCN,D,"Ban đầu, con người phát hiện ra đồng một cách ngẫu nhiên: từ nham thạch do núi lửa phun trào hoặc trong đám tro tàn sau những vụ cháy rừng, con người nhặt được những khối đồng nguyên chất (đồng đỏ) bị nóng chảy và vón cục lại. Công cụ lao động bằng kim loại đã xuất hiện như thế nào? Điều này làm cho kinh tế, xã hội cuối thời nguyên thuỷ có những chuyển biến ra sao?","Ban đầu, con người phát hiện ra đồng một cách ngẫu nhiên: từ nham thạch do núi lửa phun trào hoặc trong đám tro tàn sau những vụ cháy rừng, con người nhặt được những khối đồng nguyên chất (đồng đỏ) bị nóng chảy và vón cục lại.",23,page_023_01,medium,remember
"Công cụ kéo sợi, dệt bằng đá và sắt xuất hiện ở đâu?",Phùng Nguyên - Đồng Đậu - Gò Mun,Anh,Tim-na,I-xra-en,B,"Hình 5.2. Công cụ kéo sợi, dệt bằng đá và sắt (Anh, đầu thiên niên kỉ I TCN)","<center>Hình 5.2. Công cụ kéo sợi, dệt bằng đá và sắt (Anh, đầu thiên niên kỉ I TCN)</center>",23,page_023_01,hard,remember
"Theo thông tin trong đoạn văn, từ khoảng thời kỳ nào con người bắt đầu chế tác công cụ lao động bằng đồng đỏ?",Thiên niên kỳ IV TCN,Thế kỉ XII TCN,Thiên niên kỳ I TCN,Thiên niên kỳ II TCN,A,"Theo đoạn văn, từ khoảng thiên niên kỳ IV TCN, con người bắt đầu chế tác công cụ lao động bằng đồng đỏ.","Từ khoảng thiên niên kỳ IV TCN, con người bắt đầu phát hiện và chế tác công cụ lao động bằng đồng đỏ, tiếp đó là đồng thau.",24,page_024_01,easy,remember
"Theo đoạn văn, việc sử dụng phổ biến công cụ lao động bằng kim loại, đặc biệt là đồ sắt, đã dẫn đến sự tăng cao như thế nào?",Diện tích canh tác nông nghiệp,Sản phẩm làm ra,Tất cả các phương án trên,Năng suất lao động,C,"Theo đoạn văn, việc sử dụng công cụ lao động bằng kim loại đã dẫn đến sự tăng cao về diện tích canh tác nông nghiệp, năng suất lao động và sản phẩm làm ra.","Việc sử dụng phổ biến công cụ lao động bằng kim loại, đặc biệt là đồ sắt, làm cho diện tích canh tác nông nghiệp ngày càng mở rộng, nhờ đó năng suất lao động tăng cao, sản phẩm làm ra không chỉ đủ ăn mà còn dư thừa thường xuyên.",24,page_024_01,medium,analyze
"Theo thông tin trong đoạn văn, việc sử dụng công cụ lao động bằng kim loại đã tác động như thế nào đến xã hội?",Tăng cường quan hệ quốc tế,Cách mạng công nghiệp,Phát triển kinh tế thị trường,Sự chuyển biến từ xã hội nguyên thuỷ sang xã hội có giai cấp,D,"Theo đoạn văn, việc sử dụng công cụ lao động bằng kim loại đã dẫn đến sự chuyển biến từ xã hội nguyên thuỷ sang xã hội có giai cấp.",Công cụ lao động bằng kim loại được sử dụng phổ biến không chỉ tác động trực tiếp đến kinh tế mà còn dẫn đến sự chuyển biến từ xã hội nguyên thuỷ sang xã hội có giai cấp.,24,page_024_01,hard,analyze
"Ở phương Đông, vào cuối thời nguyên thuỷ, cư dân thường sống quây quần vì mục đích gì?",Để cùng làm công việc nông nghiệp,Để học hỏi kiến thức từ nhau,Để chia sẻ thức ăn,Để bảo vệ mình khỏi động vật hoang dã,A,"Cư dân sống quây quần để cùng làm thuỷ lợi (đắp đê, đào kênh, mương,...) và sản xuất nông nghiệp.","Họ thường sống quây quần, gắn bó với nhau để cùng làm thuỷ lợi (đắp đê, đào kênh, mương,...), cùng sản xuất nông nghiệp.",25,page_025_01,easy,remember
"Theo văn hoá Phùng Nguyên, người Việt cổ đã biết chế tác công cụ lao động bằng kim loại nào?",Kim loại,Đồng đỏ và đồng thau,Vàng,Bạc,B,"Từ Văn hoá Phùng Nguyên, người Việt cổ đã bắt đầu biết chế tác công cụ lao động bằng đồng đỏ và đồng thau.","Từ Văn hoá Phùng Nguyên, người Việt cổ đã bắt đầu biết chế tác công cụ lao động bằng đồng đỏ và đồng thau.",25,page_025_01,easy,remember
"Trong xã hội nguyên thuỷ ở phương Đông, mối quan hệ giữa người với người như thế nào?",Gần gũi và mật thiết,Xung đột thường xuyên,Không có liên kết,Cách biệt,A,"Mối quan hệ giữa người với người vẫn rất gần gũi, mật thiết.","Họ thường sống quây quần, gắn bó với nhau để cùng làm thuỷ lợi (đắp đê, đào kênh, mương,...), cùng sản xuất nông nghiệp. Do vậy, mối quan hệ giữa người với người vẫn rất gần gũi, mật thiết.",25,page_025_01,medium,remember
Sự phân hoá không triệt để của xã hội nguyên thuỷ ở phương Đông thể hiện như thế nào?,Giai cấp quý tộc đã xuất hiện,Nghề nghiệp được phân định rõ ràng,Không có sự chia thành giai cấp,Cư dân sống riêng lẻ,C,Sự phân hoá không triệt để của xã hội nguyên thuỷ ở phương Đông thể hiện qua việc chưa có sự chia thành giai cấp.,Sự phân hoá không triệt để của xã hội nguyên thuỷ ở phương Đông thể hiện như thế nào?,25,page_025_01,hard,analyze
"Cuối thời nguyên thủy, con người ở Việt Nam đã bắt đầu khai thác và sử dụng gì?",Tổng hợp,Hạt gạo,Nước suối,Vũ khí bằng đồng,D,"Cuối thời nguyên thủy, con người đã sử dụng công cụ, vũ khí bằng kim loại như đồng.","Hình 5.8. Công cụ, vũ khí bằng đồng (Văn hoá Gò Mun)",26,page_026_01,easy,remember
Nền Văn hoá Gò Mun nổi bật với những gì được phát hiện?,"Công cụ, vũ khí bằng đồng",Mộ cổ,Tổng hợp,Hạt gạo,A,"Nền Văn hoá Gò Mun nổi bật với việc sử dụng công cụ, vũ khí bằng đồng.","Hình 5.8. Công cụ, vũ khí bằng đồng (Văn hoá Gò Mun)",26,page_026_01,easy,remember
Quần thể kim tự tháp Gi-za nằm ở đâu?,Thái Lan,Phần Lan,Ai Cập,Lưỡng Hà,C,"Trong đoạn văn, có đề cập rằng quần thể kim tự tháp Gi-za vẫn còn tồn tại đến ngày nay ở Ai Cập.","trong đó, quần thể kim tự tháp Gi-za vẫn còn tồn tại đến ngày nay.",27,page_027_01,easy,remember
Cư dân Lưỡng Hà xây dựng công trình nào trong bảy kỳ quan thế giới cổ đại?,Quần thể kim tự tháp Gi-za,Đền Artemis,Vườn treo Ba-bi-lon,Tháp Eiffel,C,"Trong đoạn văn, Vườn treo Ba-bi-lon (Lưỡng Hà) được đề cập là một trong bảy kỳ quan thế giới cổ đại.",Vườn treo Ba-bi-lon (Lưỡng Hà) và quần thể kim tự tháp Gi-za (Ai Cập) là hai trong bảy kỳ quan thế giới cổ đại.,27,page_027_01,medium,remember
"Sau mỗi mùa nước lũ, các dòng sông ở Ai Cập và Lưỡng Hà bồi đắp phù sa tạo nên những cánh đồng màu mỡ. Điều này giúp phát triển sản xuất nông nghiệp như thế nào?",Các cánh đồng màu mỡ không cần chăm sóc,Cánh đồng màu mỡ thuận lợi cho việc canh tác,Nước lũ làm hỏng các hệ thống tưới tiêu,Phù sa làm giảm năng suất đất,B,"Sau mỗi mùa nước lũ, phù sa bồi đắp tạo nên những cánh đồng màu mỡ thuận lợi cho sản xuất nông nghiệp.","Hằng năm, sau mỗi mùa nước lũ, các dòng sông bồi đắp phù sa tạo nên những cánh đồng màu mỡ, thuận lợi cho phát triển sản xuất nông nghiệp.",28,page_028_01,easy,remember
"Theo Hê-rô-đốt, sông Nin đã mang đến điều gì cho Ai Cập?",Con đường giao thông,Nước lũ,Đất đai,Tặng phẩm,D,Hê-rô-đốt – nhà sử học Hy Lạp cổ đại từng viết: “Ai Cập là tặng phẩm của sông Nin”.,"""Ai Cập là tặng phẩm của sông Nin""",28,page_028_01,medium,remember
"Vào khoảng năm 3200 TCN, ai đã thống nhất các công xã thành nhà nước Ai Cập?",Tu-tan-kha-môn,Mê-nét,Pha-ra-ông,Hê-rô-đốt,B,"Vào khoảng năm 3200 TCN, Mê-nét đã thống nhất các công xã thành nhà nước Ai Cập.","Vào khoảng năm 3200 TCN, Mê-nét đã thống nhất các công xã thành nhà nước Ai Cập.",28,page_028_01,medium,remember
Mặt nạ bằng vàng của Pha-ra-ông Tu-tan-kha-môn thể hiện điều gì về vị trí của Pha-ra-ông trong xã hội Ai Cập?,Pha-ra-ông được tôn kính như một vị thần,Pha-ra-ông chỉ là thủ lĩnh quân sự,Pha-ra-ông là người bình thường,Pha-ra-ông không có quyền lực,A,"Đứng đầu nhà nước là Pha-ra-ông, có quyền lực tối cao và được người dân tôn kính như một vị thần.","Đứng đầu nhà nước là Pha-ra-ông, có quyền lực tối cao và được người dân tôn kính như một vị thần.",28,page_028_01,hard,analyze
"Theo văn hóa Ai Cập cổ đại, linh hồn của người chết sẽ như thế nào sau khi chết?",Tồn tại trong một thế giới khác,Đi vào cõi vĩnh cửu không còn trở về,Biến thành một con quái vật,Trở lại thể xác để hồi sinh,D,"Theo văn hóa Ai Cập cổ đại, linh hồn của người chết sẽ trở lại thể xác để hồi sinh.","Cư dân Ai Cập tin rằng, sau khi chết linh hồn có thể trở lại thể xác để hồi sinh. Vì vậy, họ có tục ướp xác.",29,page_029_01,medium,remember
Nước Lưỡng Hà đã chia một năm làm bao nhiêu tháng?,10 tháng,24 tháng,12 tháng,15 tháng,C,"Cư dân Lưỡng Hà đã chia một năm làm 12 tháng, mỗi tháng có 29 hoặc 30 ngày.","Dựa trên quan sát sự chuyển động của Mặt Trăng quay quanh Trái Đất, cư dân Lưỡng Hà đã chia một năm làm 12 tháng, mỗi tháng có 29 hoặc 30 ngày.",29,page_029_01,easy,remember
"Theo văn hóa Ai Cập cổ đại, kĩ thuật ướp xác đã giúp phát triển lĩnh vực nào?",Văn hóa tôn giáo,Y học giải phẫu,Nghệ thuật kiến trúc,Tôn giáo thần bí,B,"Với kĩ thuật ướp xác thuần thục, ngay từ thời cổ đại, cư dân Ai Cập đã có nhiều hiểu biết về những bộ phận bên trong cơ thể con người. Y học giải phẫu có điều kiện phát triển.","Dựa trên quan sát sự chuyển động của Mặt Trăng quay quanh Trái Đất, cư dân Lưỡng Hà đã chia một năm làm 12 tháng, mỗi tháng có 29 hoặc 30 ngày.",29,page_029_01,hard,apply
Cư dân Lưỡng Hà sử dụng hệ thống đếm nào?,Hệ số 60,Hệ nhị phân,Hệ bát phân,Hệ thập phân,A,"Theo thông tin trong CONTEXT, Cư dân Lưỡng Hà giỏi về số học và sử dụng hệ thống đếm lấy số 60 làm cơ sở.","PDF Page 30: Cư dân Lưỡng Hà giỏi về số học, sử dụng hệ thống đếm lấy số 60 làm cơ sở.",30,page_030_01,medium,remember
"Theo thông tin trong CONTEXT, cổng I-sô-ta được xây dựng ở đâu?",Cổng vào của Ai Cập,Hà Nội,Trung tâm thành phố Ba-bi-lon,Lưỡng Hà,C,"CONTEXT đề cập đến 'Cổng I-sô-ta – cửa ngõ dẫn đến trung tâm thành phố Ba-bi-lon (bản phục dựng)', cho thấy cổng này nằm ở trung tâm thành phố Ba-bi-lon.",Cổng I-sô-ta – cửa ngõ dẫn đến trung tâm thành phố Ba-bi-lon (bản phục dựng),31,page_031_01,easy,remember
"Theo thông tin trong CONTEXT, cư dân Ai Cập hoặc Lưỡng Hà có thành tựu văn hóa gì ấn tượng nhất?",Nền nông nghiệp tiên tiến,Hệ thống luật pháp,Công trình kiến trúc,Kỹ thuật giao thông,C,"CONTEXT đề cập đến 'Quan sát các hình từ 6.4 đến 6.9 và đọc thông tin, hãy nêu những thành tựu văn hoá chủ yếu của cư dân Ai Cập và Lưỡng Hà', trong đó công trình kiến trúc như cổng I-sô-ta là một ví dụ.","Quan sát các hình từ 6.4 đến 6.9 và đọc thông tin, hãy nêu những thành tựu văn hoá chủ yếu của cư dân Ai Cập và Lưỡng Hà",31,page_031_01,easy,remember
"Theo CONTEXT, cổng I-sô-ta được xây dựng để phục vụ mục đích gì?",Đóng vai trò phòng thủ,Cung cấp nước sinh hoạt,Tôn giáo,Lưu thông thương mại và giao thông,D,"CONTEXT chỉ ra rằng cổng I-sô-ta là 'cửa ngõ dẫn đến trung tâm thành phố Ba-bi-lon', cho thấy mục đích chính của nó là lưu thông thương mại và giao thông.",Cổng I-sô-ta – cửa ngõ dẫn đến trung tâm thành phố Ba-bi-lon (bản phục dựng),31,page_031_01,medium,apply
Lễ hội Cụm Mê-lơ được tổ chức bao lâu một lần?,Sáu năm,Mỗi năm,Ba năm,Năm năm,C,Lễ hội Cụm Mê-lơ được tổ chức ba năm một lần.,"Ngày nay, lễ hội này được tổ chức ba năm một lần, kéo dài gần hai tháng (từ tháng 1 đến tháng 3).",32,page_032_01,easy,remember
Sông Hằng đóng vai trò như thế nào trong nền văn minh Ấn Độ cổ đại?,Tạo nên đồng bằng trù phú phía đông,Phía bắc là những dãy núi cao,Là nơi tổ chức lễ hội Mê-lơ,Đóng vai trò chính trong việc phát triển kinh tế nông nghiệp,D,Sông Hằng là một trong các con sông có vai trò quan trọng đối với sự hình thành nền văn minh Ấn Độ thời cổ đại.,Sông Hằng là một trong các con sông có vai trò quan trọng đối với sự hình thành nền văn minh Ấn Độ thời cổ đại.,32,page_032_01,medium,remember
